REPORT_NUMBER,MODE,SEX,AGE,YEAR,COUNTY_NAME,S4_CRASH_SEVERITY,DAY_NIGHT,LOC_TYPE
25080471,Bicycle,,,2021,Broward,Injury,Day,Segment
25924062,E-Bike,Male,15.0,2023,Hillsborough,Injury,Day,Intersection
24963431,Bicycle,Male,35.0,2022,Sarasota,No Injury,Day,Segment
25786640,E-Scooter,Male,34.0,2023,Miami-Dade,Injury,Night,Segment
25620872,E-Bike,,,2022,Lee,Injury,Day,Intersection
25074613,E-Bike,Male,40.0,2023,Orange,Injury,Day,Segment
25891124,E-Scooter,Female,40.0,2024,Miami-Dade,Injury,Day,Segment
25052327,Bicycle,Female,23.0,2022,Orange,Injury,Day,Segment
25896101,E-Bike,Male,18.0,2023,Collier,No Injury,Day,Intersection
26047571,E-Scooter,Male,38.0,2023,Palm Beach,Injury,Night,Intersection
25623500,Bicycle,,,2023,Lee,Injury,Day,Segment
25444572,E-Scooter,,,2022,Palm Beach,Injury,Day,Segment
25963551,E-Bike,Female,20.0,2024,Pinellas,Serious Injury,Day,Intersection
25717163,E-Scooter,,,2023,Miami-Dade,Injury,Day,Segment
25382682,E-Bike,Male,13.0,2023,Duval,Injury,Day,Intersection
25823774,E-Bike,Male,42.0,2023,Sarasota,Injury,Day,Intersection
26082550,E-Scooter,,,2024,Miami-Dade,No Injury,Day,Segment
25989808,E-Scooter,,,2023,Lee,Injury,Day,Intersection
25508971,E-Scooter,Female,29.0,2023,Miami-Dade,Injury,Night,Intersection
25941099,E-Bike,Male,46.0,2024,Sarasota,Injury,Day,Segment
25689989,E-Scooter,Male,32.0,2023,Duval,Injury,Night,Intersection
25689989,E-Scooter,Male,11.0,2023,Duval,Injury,Night,Intersection
25960376,E-Bike,Male,61.0,2024,Pinellas,Fatality,Night,Intersection
25282905,E-Scooter,Male,33.0,2022,Miami-Dade,Injury,Day,Segment
25286409,E-Bike,Female,22.0,2022,Sarasota,No Injury,Day,Segment
25738262,E-Scooter,Female,49.0,2023,Pinellas,Injury,Day,Intersection
25717184,E-Scooter,,,2023,Miami-Dade,Injury,Day,Segment
24910733,E-Bike,Male,28.0,2022,Hillsborough,Injury,Day,Intersection
25553942,E-Scooter,Male,22.0,2023,Broward,Injury,Night,Intersection
25093995,E-Bike,Female,47.0,2022,Seminole,Injury,Day,Segment
26012636,E-Bike,,,2024,Broward,Injury,Day,Segment
25995195,Bicycle,Male,26.0,2025,Orange,Injury,Day,Segment
25167609,E-Bike,,,2025,Broward,Injury,Night,Segment
25934310,E-Scooter,Male,20.0,2025,Miami-Dade,Injury,Day,Intersection
25779780,E-Scooter,Male,12.0,2023,Miami-Dade,Injury,Night,Intersection
25861549,E-Bike,Male,24.0,2023,Miami-Dade,No Injury,Day,Segment
26082550,E-Scooter,,,2024,Miami-Dade,No Injury,Day,Segment
25928760,E-Bike,Male,30.0,2024,Miami-Dade,Injury,Day,Intersection
25165211,E-Scooter,,,2024,Broward,Injury,Day,Intersection
25455097,E-Scooter,Male,57.0,2023,Miami-Dade,Serious Injury,Night,Intersection
25469366,E-Scooter,,,2023,Broward,Injury,Day,Segment
25122145,E-Scooter,Female,41.0,2023,Pinellas,Serious Injury,Day,Intersection
26069787,E-Scooter,,,2024,Palm Beach,No Injury,Day,Segment
25314001,E-Bike,Male,37.0,2023,Nassau,Injury,Day,Intersection
25619089,E-Bike,Male,29.0,2023,Volusia,Injury,Day,Intersection
25921691,E-Scooter,,,2024,Broward,Injury,Night,Segment
26107324,E-Scooter,Male,46.0,2024,Duval,Injury,Night,Segment
25586443,E-Scooter,Female,25.0,2023,Hillsborough,Injury,Day,Intersection
25539144,E-Scooter,,,2022,Miami-Dade,Injury,Day,Segment
25275089,E-Bike,Female,23.0,2022,Miami-Dade,No Injury,Day,Intersection
25555222,Bicycle,Male,20.0,2023,Broward,Injury,Night,Segment
25732214,E-Bike,Male,46.0,2023,Brevard,Injury,Day,Intersection
25729889,E-Bike,Male,25.0,2023,Lee,Injury,Day,Intersection
25575391,E-Bike,Male,51.0,2022,Hillsborough,Injury,Night,Segment
24964574,E-Scooter,Male,84.0,2022,Pasco,Injury,Day,Intersection
25951531,E-Scooter,,,2023,Broward,Serious Injury,Day,Segment
24986333,E-Scooter,Male,13.0,2022,Pasco,No Injury,Night,Intersection
25156237,E-Scooter,,,2023,Palm Beach,No Injury,Day,Segment
25871947,E-Scooter,Female,18.0,2023,Miami-Dade,No Injury,Day,Segment
25783131,E-Scooter,Female,47.0,2023,Miami-Dade,Injury,Day,Segment
25834841,E-Bike,Female,57.0,2024,Collier,Injury,Day,Segment
25918892,E-Scooter,,,2023,Broward,Injury,Day,Intersection
26079589,E-Bike,Male,24.0,2023,Bay,Injury,Day,Segment
25921500,E-Bike,,,2024,Broward,Injury,Day,Segment
25759449,E-Scooter,Male,30.0,2023,Brevard,Injury,Day,Segment
25927204,E-Scooter,Male,37.0,2024,Miami-Dade,Injury,Day,Intersection
26089857,E-Scooter,,,2024,Palm Beach,No Injury,Day,Segment
25164980,E-Bike,,,2024,Broward,Injury,Night,Intersection
25838397,E-Bike,Male,59.0,2025,St. Johns,Serious Injury,Night,Segment
25351303,E-Bike,Male,29.0,2022,Walton,Injury,Day,Intersection
25092309,E-Bike,,,2023,Palm Beach,No Injury,Day,Segment
25971497,E-Bike,,,2024,Pinellas,Injury,Day,Segment
25168310,E-Scooter,,,2025,Broward,No Injury,Day,Segment
25894648,E-Scooter,Male,30.0,2024,Miami-Dade,Injury,Day,Segment
25766727,E-Bike,Male,26.0,2023,Indian River,Injury,Day,Segment
25864344,E-Scooter,Male,23.0,2023,Miami-Dade,No Injury,Day,Segment
25931040,E-Bike,Male,15.0,2024,Miami-Dade,No Injury,Night,Intersection
25508395,E-Bike,Male,44.0,2023,Sarasota,No Injury,Day,Intersection
25924872,E-Scooter,Male,17.0,2023,Hillsborough,Injury,Day,Segment
25827758,E-Scooter,Male,38.0,2023,Polk,Injury,Day,Segment
25561596,E-Scooter,Male,39.0,2023,Orange,Injury,Day,Intersection
25434796,E-Scooter,Female,54.0,2023,Pinellas,Injury,Day,Segment
25982835,E-Scooter,Male,35.0,2024,Seminole,No Injury,Day,Segment
25952737,E-Bike,,,2024,Broward,No Injury,Day,Intersection
25735052,E-Bike,,,2023,Volusia,Injury,Night,Segment
25846053,E-Scooter,Male,36.0,2023,Miami-Dade,No Injury,Night,Segment
25630954,E-Scooter,Male,26.0,2023,Miami-Dade,Injury,Day,Intersection
25844248,E-Bike,Male,53.0,2024,Brevard,Injury,Day,Segment
26013001,E-Scooter,,,2024,Broward,Injury,Night,Segment
25491975,E-Bike,Male,32.0,2023,Polk,No Injury,Day,Segment
25738373,E-Bike,Female,31.0,2023,Pinellas,Injury,Day,Segment
25901051,E-Bike,,,2023,Palm Beach,Injury,Day,Segment
26083159,E-Scooter,,,2024,Miami-Dade,Injury,Day,Segment
25936488,E-Bike,Male,20.0,2025,Miami-Dade,Injury,Night,Segment
25044437,E-Scooter,Male,17.0,2022,Pasco,Injury,Day,Segment
25610214,E-Bike,,,2023,Monroe,Serious Injury,Day,Segment
25792517,E-Scooter,Male,17.0,2023,Palm Beach,No Injury,Day,Intersection
25945444,E-Scooter,Male,40.0,2024,Miami-Dade,No Injury,Day,Segment
25627409,E-Bike,Female,20.0,2023,Miami-Dade,Injury,Night,Segment
25926049,E-Scooter,Male,20.0,2025,Hillsborough,Serious Injury,Day,Intersection
26084195,E-Scooter,,,2024,Miami-Dade,Injury,Night,Segment
25929383,E-Scooter,Male,14.0,2024,Miami-Dade,Injury,Day,Segment
25086833,E-Scooter,,,2022,Broward,Serious Injury,Day,Segment
25826391,E-Bike,Male,73.0,2023,Sarasota,No Injury,Day,Segment
25567737,E-Scooter,Male,25.0,2023,Orange,Injury,Day,Intersection
25520673,E-Scooter,Female,27.0,2022,Miami-Dade,Injury,Day,Intersection
25198219,E-Scooter,Female,35.0,2022,Miami-Dade,Injury,Day,Segment
25994140,E-Bike,Male,30.0,2025,Orange,Injury,Night,Segment
25899853,E-Bike,,,2025,Palm Beach,Injury,Day,Segment
25720920,E-Scooter,,,2023,Broward,Injury,Night,Intersection
25195360,E-Bike,Female,18.0,2022,Pinellas,Injury,Day,Intersection
25927632,E-Bike,Male,30.0,2024,Miami-Dade,Injury,Night,Intersection
25016803,Bicycle,Female,34.0,2022,Orange,Serious Injury,Day,Intersection
25865125,E-Scooter,Male,19.0,2023,Miami-Dade,Injury,Night,Segment
26087589,Bicycle,,,2024,Palm Beach,Injury,Day,Intersection
26023258,E-Scooter,Male,20.0,2023,Lee,Injury,Day,Intersection
25145336,E-Scooter,,,2023,Palm Beach,Injury,Day,Segment
26003032,E-Bike,,,2023,Broward,Injury,Night,Segment
25957305,E-Bike,Male,51.0,2023,Pinellas,Injury,Day,Segment
25082431,E-Bike,,,2022,Broward,Serious Injury,Day,Segment
25179472,E-Bike,Male,66.0,2023,Indian River,No Injury,Day,Intersection
25253518,E-Bike,,,2022,St. Lucie,Serious Injury,Night,Intersection
25927399,E-Scooter,Female,23.0,2024,Miami-Dade,Injury,Day,Intersection
25755794,E-Bike,Male,21.0,2025,St. Johns,No Injury,Night,Segment
25636504,Bicycle,Male,17.0,2023,Okaloosa,Injury,Day,Intersection
25446353,E-Scooter,,,2023,Palm Beach,Injury,Day,Segment
25539991,E-Scooter,,,2023,Miami-Dade,Injury,Day,Intersection
25167327,E-Scooter,,,2024,Broward,Injury,Day,Intersection
25493245,E-Bike,,,2022,Pinellas,No Injury,Day,Segment
25823523,E-Scooter,Male,49.0,2023,Sarasota,Injury,Day,Intersection
25932768,E-Scooter,Male,18.0,2025,Miami-Dade,Injury,Night,Segment
25164582,E-Scooter,,,2024,Broward,Injury,Day,Segment
25511108,E-Scooter,Male,68.0,2023,Miami-Dade,Injury,Day,Intersection
26026629,Bicycle,,,2024,Broward,Injury,Day,Segment
25926161,E-Bike,Male,26.0,2025,Hillsborough,Injury,Night,Segment
25631036,E-Bike,Male,46.0,2023,Miami-Dade,No Injury,Day,Intersection
24951148,E-Bike,Male,49.0,2023,Monroe,Injury,Day,Intersection
24951148,E-Bike,Male,7.0,2023,Monroe,Injury,Day,Intersection
25927101,E-Scooter,Female,20.0,2024,Miami-Dade,Injury,Day,Intersection
25893620,E-Scooter,Male,25.0,2024,Miami-Dade,Injury,Day,Intersection
25723699,E-Scooter,Female,23.0,2024,Miami-Dade,No Injury,Day,Intersection
25012506,E-Bike,Male,37.0,2022,Escambia,Injury,Night,Segment
25619796,E-Scooter,Male,25.0,2023,Volusia,Injury,Day,Intersection
25454632,E-Scooter,Male,23.0,2023,Miami-Dade,Injury,Night,Segment
25141085,E-Bike,,,2022,Palm Beach,Injury,Night,Intersection
25982468,E-Scooter,Female,23.0,2024,Seminole,Injury,Day,Intersection
27494964,E-Scooter,Female,62.0,2025,Polk,Injury,Day,Segment
27424521,E-Bike,Male,19.0,2025,Miami-Dade,Injury,Night,Segment
27425726,E-Scooter,Male,39.0,2025,Miami-Dade,Injury,Night,Intersection
27924536,E-Bike,,,2026,Broward,Injury,Day,Intersection
27541558,E-Bike,Male,54.0,2025,Seminole,Injury,Day,Intersection
27848637,E-Bike,,,2026,Broward,Injury,Night,Intersection
27738652,E-Scooter,Female,13.0,2026,Miami-Dade,Injury,Day,Intersection
27657032,E-Bike,Male,33.0,2025,Hillsborough,Injury,Day,Segment
27504206,E-Scooter,Male,15.0,2025,Lee,Injury,Night,Intersection
27561273,E-Bike,Male,45.0,2025,Pinellas,Injury,Day,Intersection
27603119,E-Scooter,Male,44.0,2026,Miami-Dade,Injury,Night,Intersection
27753785,E-Scooter,Male,20.0,2025,Miami-Dade,Injury,Night,Intersection
27773474,E-Bike,,,2025,Palm Beach,Injury,Day,Intersection
27768952,E-Bike,Male,53.0,2025,Pinellas,Injury,Day,Intersection
27427932,E-Scooter,Male,42.0,2025,Miami-Dade,Injury,Day,Intersection
27440836,E-Scooter,Female,25.0,2025,Volusia,Injury,Day,Intersection
27832419,E-Bike,,,2026,St. Lucie,Injury,Day,Segment
27832419,E-Bike,,,2026,St. Lucie,Injury,Day,Segment
27924554,E-Bike,,,2026,Broward,Injury,Night,Intersection
27764631,E-Bike,,,2025,Pinellas,Injury,Day,Segment
27770219,E-Bike,Male,17.0,2025,Broward,No Injury,Day,Segment
27429506,E-Scooter,Male,17.0,2025,Miami-Dade,Injury,Day,Segment
27718872,E-Scooter,Male,12.0,2026,Hillsborough,Injury,Day,Segment
25134961,E-Bike,Male,22.0,2022,Duval,Injury,Day,Intersection
26087419,E-Scooter,,,2024,Palm Beach,Injury,Day,Segment
25877787,E-Bike,Male,15.0,2023,Miami-Dade,Injury,Day,Segment
25871947,E-Scooter,Male,22.0,2023,Miami-Dade,No Injury,Day,Segment
25030136,Bicycle,Male,17.0,2022,Pinellas,Serious Injury,Day,Intersection
25039610,Bicycle,Male,35.0,2022,Orange,Injury,Day,Segment
25791929,E-Scooter,Female,18.0,2023,Palm Beach,Serious Injury,Day,Intersection
25093148,E-Bike,Female,15.0,2022,Seminole,No Injury,Day,Segment
25652067,E-Scooter,Male,68.0,2023,Polk,Injury,Night,Intersection
25764762,E-Scooter,Male,26.0,2023,Brevard,Serious Injury,Day,Segment
25508684,E-Scooter,Female,23.0,2023,Miami-Dade,Injury,Day,Intersection
25656565,E-Scooter,Male,49.0,2023,Orange,Injury,Day,Intersection
25669402,E-Bike,Male,15.0,2023,Clay,Injury,Day,Segment
25559348,E-Bike,Male,32.0,2023,Polk,Injury,Night,Segment
24908426,E-Bike,Male,15.0,2022,Brevard,No Injury,Day,Intersection
25591259,Bicycle,Female,34.0,2023,Hillsborough,Injury,Day,Intersection
25978359,Bicycle,Female,24.0,2024,Volusia,Injury,Day,Segment
26095744,Bicycle,Male,49.0,2023,Duval,Injury,Day,Intersection
25883701,E-Scooter,Male,30.0,2024,Miami-Dade,Injury,Day,Segment
25936841,E-Bike,Male,24.0,2026,Miami-Dade,Injury,Day,Segment
25903377,E-Bike,,,2024,Palm Beach,Injury,Day,Segment
26039333,E-Scooter,Female,29.0,2023,Bay,No Injury,Day,Intersection
25978110,E-Bike,Female,17.0,2024,Volusia,Injury,Day,Intersection
25454874,E-Bike,Male,43.0,2023,Miami-Dade,Injury,Day,Segment
25983356,E-Bike,Male,16.0,2024,Volusia,Injury,Day,Segment
26038495,E-Bike,Male,32.0,2023,Bay,Serious Injury,Night,Segment
26038495,E-Bike,Male,53.0,2023,Bay,Serious Injury,Night,Segment
25418504,E-Bike,Male,30.0,2022,Lake,Injury,Night,Segment
25091030,E-Scooter,Female,17.0,2022,Broward,Injury,Day,Intersection
25277729,E-Scooter,Female,34.0,2022,Miami-Dade,No Injury,Day,Segment
25166882,E-Scooter,,,2024,Broward,Injury,Night,Segment
26027665,E-Bike,Male,17.0,2024,Manatee,No Injury,Day,Segment
25913721,E-Scooter,Female,16.0,2024,Broward,Injury,Night,Segment
24969569,Bicycle,Male,28.0,2022,Volusia,Injury,Day,Segment
25098666,E-Scooter,Male,11.0,2022,Collier,Injury,Day,Intersection
25023988,E-Scooter,Male,17.0,2022,Brevard,Injury,Day,Segment
25696786,E-Scooter,Female,59.0,2023,Hernando,No Injury,Day,Segment
26031952,E-Scooter,Female,11.0,2024,Orange,Serious Injury,Day,Intersection
25971024,E-Bike,,,2024,Pinellas,Injury,Day,Segment
25657515,E-Scooter,Male,18.0,2023,Orange,No Injury,Day,Segment
25826972,E-Scooter,Male,31.0,2023,Sarasota,Injury,Night,Segment
25502762,E-Bike,Female,31.0,2023,Sarasota,Injury,Day,Intersection
25502762,E-Bike,Female,34.0,2023,Sarasota,Injury,Day,Intersection
25513651,E-Bike,Male,53.0,2022,Brevard,No Injury,Day,Intersection
25699601,E-Bike,,,2023,Broward,No Injury,Day,Intersection
25787948,E-Scooter,Male,73.0,2023,Miami-Dade,Injury,Day,Intersection
25933150,E-Scooter,Male,52.0,2026,Miami-Dade,No Injury,Day,Segment
25824905,E-Scooter,Male,43.0,2023,Sarasota,Injury,Day,Segment
25418890,E-Bike,Male,44.0,2022,Lake,No Injury,Day,Segment
27798395,E-Bike,Male,19.0,2026,Flagler,Injury,Day,Intersection
27843485,E-Scooter,Male,21.0,2026,Broward,Injury,Day,Segment
27494570,E-Scooter,Male,14.0,2025,Walton,No Injury,Day,Segment
27870639,E-Scooter,Male,18.0,2026,Palm Beach,Injury,Day,Intersection
27834462,E-Scooter,,,2026,St. Lucie,Injury,Day,Intersection
27503413,E-Scooter,,,2026,Miami-Dade,Serious Injury,Day,Segment
27490134,E-Bike,Male,14.0,2026,Duval,No Injury,Day,Intersection
27920443,E-Bike,Male,27.0,2026,Hillsborough,No Injury,Day,Intersection
27741596,E-Bike,Male,20.0,2026,Marion,Injury,Day,Segment
27660184,E-Scooter,Male,14.0,2025,Hillsborough,Injury,Day,Intersection
27748435,E-Scooter,Male,29.0,2025,Miami-Dade,Injury,Day,Intersection
27694754,E-Bike,Male,27.0,2026,Seminole,Injury,Day,Segment
27516373,E-Bike,Male,28.0,2026,Seminole,Injury,Day,Segment
27740780,E-Bike,Male,62.0,2026,Marion,Injury,Day,Segment
27658071,E-Bike,Female,24.0,2025,Hillsborough,Injury,Day,Segment
27665904,E-Bike,,,2026,Palm Beach,Injury,Night,Segment
27912686,E-Scooter,Female,13.0,2026,Lee,Serious Injury,Night,Intersection
27572996,E-Bike,Male,72.0,2025,Indian River,Injury,Night,Intersection
27834021,E-Bike,,,2026,St. Lucie,Injury,Day,Segment
27757923,E-Bike,Male,28.0,2026,Miami-Dade,No Injury,Day,Segment
27738652,E-Scooter,Male,14.0,2026,Miami-Dade,Injury,Day,Intersection
27845462,E-Bike,Male,59.0,2026,Miami-Dade,Injury,Night,Segment
27868774,Bicycle,Female,53.0,2026,Palm Beach,Injury,Day,Segment
27567811,E-Scooter,Female,13.0,2025,Lee,Injury,Day,Intersection
27544824,E-Scooter,Male,33.0,2025,Marion,Injury,Day,Segment
27721266,Bicycle,Male,40.0,2026,Hillsborough,Injury,Day,Intersection
27892637,E-Scooter,Female,16.0,2026,Orange,Injury,Day,Segment
27757696,E-Scooter,Male,56.0,2026,Miami-Dade,Injury,Night,Intersection
27843107,E-Bike,Male,27.0,2026,Broward,Injury,Night,Segment
27665800,E-Scooter,,,2026,Palm Beach,Injury,Night,Segment
27846311,E-Scooter,Male,65.0,2026,Miami-Dade,No Injury,Night,Intersection
27650196,E-Bike,Female,55.0,2025,Pinellas,Injury,Day,Intersection
27702818,E-Bike,Female,21.0,2025,Volusia,Injury,Night,Segment
27653233,E-Bike,Male,42.0,2026,Pinellas,Injury,Day,Intersection
27752897,E-Bike,Male,23.0,2025,Miami-Dade,Injury,Day,Intersection
27849204,E-Scooter,,,2026,Broward,Injury,Day,Intersection
27849230,E-Bike,,,2026,Broward,No Injury,Day,Segment
27645768,E-Scooter,Male,64.0,2026,Broward,Injury,Day,Intersection
27542261,E-Bike,Male,31.0,2026,Seminole,Injury,Day,Segment
27653389,E-Bike,Male,30.0,2026,Pinellas,No Injury,Day,Intersection
27755509,E-Bike,Male,21.0,2026,Miami-Dade,No Injury,Day,Intersection
27737053,E-Bike,Male,69.0,2025,Monroe,Serious Injury,Day,Segment
27694783,E-Scooter,Male,44.0,2026,Seminole,Injury,Day,Intersection
27572991,E-Bike,Male,22.0,2025,Indian River,Injury,Night,Intersection
27643510,E-Bike,Male,68.0,2026,Broward,Injury,Day,Segment
27748165,E-Bike,Male,36.0,2025,Miami-Dade,Injury,Day,Intersection
27662252,E-Scooter,,,2026,Miami-Dade,Injury,Night,Intersection
27479236,E-Bike,Male,18.0,2025,Duval,Injury,Day,Segment
27749779,E-Bike,Female,38.0,2025,Miami-Dade,Serious Injury,Night,Intersection
27869027,E-Scooter,Female,24.0,2026,Palm Beach,Injury,Day,Segment
27660902,E-Scooter,,,2025,Miami-Dade,Injury,Day,Segment
27775381,E-Bike,,,2026,Palm Beach,Injury,Day,Intersection
27866438,E-Bike,Female,67.0,2026,Palm Beach,Injury,Day,Intersection
27579200,E-Scooter,Female,,2025,Miami-Dade,Serious Injury,Night,Segment
27768150,E-Bike,Female,70.0,2026,Sarasota,Injury,Day,Segment
27669951,E-Bike,Male,30.0,2026,Sarasota,Injury,Day,Segment
27644388,E-Scooter,Male,11.0,2026,Broward,Injury,Day,Segment
27472974,E-Scooter,Male,20.0,2026,Duval,Injury,Day,Intersection
27722540,E-Scooter,Male,17.0,2026,Hillsborough,Injury,Day,Intersection
27488289,E-Scooter,Female,25.0,2025,Duval,Injury,Day,Intersection
27858958,E-Bike,Male,57.0,2025,Manatee,Injury,Day,Intersection
27757557,E-Bike,Male,49.0,2026,Miami-Dade,Injury,Night,Intersection
27890376,E-Bike,Female,60.0,2026,Orange,Injury,Day,Segment
27650812,E-Bike,Male,58.0,2025,Pinellas,No Injury,Night,Intersection
27445113,E-Bike,Male,14.0,2026,Osceola,Injury,Day,Intersection
27489247,E-Scooter,Male,59.0,2025,Duval,Injury,Day,Intersection
27667269,E-Bike,Male,18.0,2025,Sarasota,Injury,Day,Intersection
27786731,E-Bike,Male,13.0,2025,Broward,Serious Injury,Day,Intersection
27671998,E-Bike,Male,58.0,2026,Lake,Injury,Day,Segment
27754878,E-Scooter,Male,46.0,2026,Miami-Dade,Injury,Day,Segment
27753403,E-Bike,Male,32.0,2025,Miami-Dade,Injury,Day,Segment
27422545,E-Scooter,,,2025,Palm Beach,Injury,Day,Intersection
27617483,E-Scooter,Male,28.0,2026,Miami-Dade,Injury,Day,Segment
27580355,E-Scooter,Male,15.0,2025,Miami-Dade,Injury,Night,Intersection
27748195,E-Bike,Male,,2025,Miami-Dade,Injury,Night,Segment
27742348,E-Scooter,Male,67.0,2026,Miami-Dade,Injury,Day,Segment
27742348,E-Scooter,Female,30.0,2026,Miami-Dade,Injury,Day,Segment
27510623,E-Scooter,Male,29.0,2026,Bay,Injury,Day,Intersection
27510623,E-Scooter,Female,9.0,2026,Bay,Injury,Day,Intersection
27510623,E-Scooter,Female,10.0,2026,Bay,Injury,Day,Intersection
27442164,E-Bike,Male,13.0,2026,Volusia,Injury,Day,Segment
27720551,E-Scooter,Female,62.0,2026,Hillsborough,Injury,Night,Intersection
27500481,E-Bike,Male,40.0,2026,Palm Beach,No Injury,Night,Segment
27702487,E-Bike,Male,11.0,2025,Volusia,Injury,Day,Segment
27582690,E-Scooter,Male,14.0,2025,Miami-Dade,Injury,Night,Segment
27595735,E-Scooter,Male,15.0,2025,Miami-Dade,Injury,Day,Segment
27585965,E-Bike,Male,13.0,2025,Miami-Dade,Injury,Day,Segment
27466812,E-Scooter,Male,13.0,2026,Miami-Dade,Injury,Day,Segment
27713941,E-Bike,Female,29.0,2025,Hillsborough,Injury,Day,Intersection
27577011,E-Scooter,,,2026,Osceola,Injury,Day,Segment
27576747,E-Scooter,,,2025,Osceola,Injury,Day,Segment
27463870,E-Bike,Male,41.0,2025,Miami-Dade,Injury,Night,Segment
27424906,E-Bike,Male,43.0,2025,Miami-Dade,Injury,Day,Segment
27716357,E-Scooter,Male,36.0,2025,Hillsborough,Injury,Day,Segment
27668567,E-Bike,Male,56.0,2025,Sarasota,Injury,Day,Segment
27742325,E-Scooter,Male,22.0,2026,Miami-Dade,Injury,Day,Intersection
27533551,E-Scooter,,,2025,Broward,Injury,Day,Intersection
27466024,E-Scooter,Male,11.0,2025,Miami-Dade,No Injury,Day,Intersection
27466024,E-Scooter,Male,9.0,2025,Miami-Dade,No Injury,Day,Intersection
27676364,E-Bike,Male,47.0,2025,Polk,Serious Injury,Day,Intersection
27650350,E-Bike,Female,39.0,2025,Pinellas,No Injury,Day,Intersection
27588657,E-Scooter,Female,14.0,2025,Miami-Dade,Injury,Day,Segment
27651073,E-Scooter,Male,62.0,2025,Pinellas,Injury,Day,Intersection
27513427,E-Scooter,Male,26.0,2025,Clay,No Injury,Day,Intersection
27527661,E-Scooter,,,2025,Broward,Injury,Night,Intersection
27743203,E-Bike,,,2025,Palm Beach,Injury,Day,Intersection
27430769,E-Bike,Male,1.0,2025,Miami-Dade,No Injury,Night,Segment
27755083,E-Bike,Male,17.0,2026,Miami-Dade,Injury,Day,Intersection
27426684,E-Scooter,Female,29.0,2025,Miami-Dade,Injury,Day,Intersection
27557060,E-Scooter,Male,17.0,2025,Palm Beach,Injury,Day,Intersection
27882588,E-Scooter,,,2026,Palm Beach,Injury,Day,Segment
27867168,E-Bike,Male,52.0,2026,Palm Beach,Injury,Day,Segment
27631887,E-Bike,Male,43.0,2025,Collier,Injury,Day,Intersection
27542489,E-Scooter,Male,51.0,2026,Seminole,No Injury,Day,Intersection
27423577,E-Scooter,,,2025,Palm Beach,Injury,Day,Segment
27527472,E-Bike,,,2025,Broward,Serious Injury,Day,Segment
27890361,E-Scooter,Female,43.0,2026,Orange,Injury,Day,Segment
27650281,E-Bike,Female,58.0,2025,Pinellas,Injury,Day,Segment
27500405,E-Bike,Male,25.0,2026,Palm Beach,No Injury,Day,Intersection
27467683,E-Scooter,Male,34.0,2026,Miami-Dade,No Injury,Day,Intersection
27572442,E-Bike,Male,23.0,2026,Lee,Injury,Day,Intersection
27628023,Bicycle,Male,42.0,2025,Monroe,Injury,Day,Intersection
27591759,E-Bike,Female,,2025,Miami-Dade,Injury,Night,Segment
27564991,E-Bike,Male,27.0,2025,Lee,Injury,Day,Intersection
27844815,E-Scooter,Female,23.0,2026,Broward,Injury,Day,Segment
27862342,E-Bike,Male,14.0,2026,Hillsborough,Injury,Day,Segment
27561496,E-Bike,Female,61.0,2026,Pinellas,Injury,Day,Segment
27690890,E-Scooter,Male,27.0,2026,Lake,Injury,Day,Segment
27720645,E-Bike,Male,14.0,2026,Hillsborough,Injury,Day,Intersection
27417273,E-Bike,Male,45.0,2026,Miami-Dade,Injury,Day,Segment
27561627,E-Bike,Male,17.0,2026,Pinellas,Injury,Night,Intersection
27561627,E-Bike,Male,15.0,2026,Pinellas,Injury,Night,Intersection
27718161,E-Bike,Male,16.0,2025,Hillsborough,Injury,Day,Intersection
27429438,E-Scooter,Male,22.0,2025,Miami-Dade,Injury,Day,Intersection
27631069,E-Bike,Male,13.0,2025,Collier,No Injury,Day,Intersection
27423448,E-Bike,,,2025,Palm Beach,Injury,Day,Intersection
27789091,E-Bike,Male,15.0,2026,Broward,Injury,Day,Intersection
27775226,E-Scooter,,,2026,Palm Beach,Injury,Day,Segment
27702683,E-Bike,Male,,2025,Volusia,Injury,Day,Segment
27699724,E-Bike,Male,60.0,2025,Brevard,Injury,Day,Intersection
27441618,E-Bike,Male,33.0,2026,Volusia,No Injury,Day,Intersection
27505041,E-Bike,Male,36.0,2025,Lee,Injury,Day,Intersection
27650369,E-Bike,Male,14.0,2025,Pinellas,Injury,Day,Segment
27899862,E-Bike,,,2026,Broward,Injury,Day,Segment
27912883,E-Scooter,Male,12.0,2026,Lee,Injury,Day,Intersection
27884493,E-Bike,Male,39.0,2026,Polk,Injury,Day,Segment
27611797,E-Scooter,Male,40.0,2026,Miami-Dade,Injury,Night,Segment
27781915,Bicycle,Female,32.0,2026,Highlands,Injury,Day,Intersection
27430631,E-Scooter,Male,47.0,2025,Miami-Dade,Serious Injury,Day,Segment
27683164,E-Bike,Male,48.0,2025,Orange,Injury,Day,Segment
27554525,E-Bike,Male,39.0,2025,Palm Beach,Injury,Night,Intersection
27546030,E-Bike,,,2025,Palm Beach,Injury,Day,Intersection
27766053,Bicycle,,,2026,Pinellas,No Injury,Day,Segment
27645004,E-Scooter,Female,18.0,2026,Broward,Injury,Day,Intersection
27813108,E-Scooter,Female,38.0,2025,Miami-Dade,Injury,Day,Segment
27856489,E-Scooter,Male,28.0,2025,Sumter,Injury,Day,Segment
