REPORT_NUMBER,MODE,SEX,AGE,YEAR,COUNTY_NAME,S4_CRASH_SEVERITY,DAY_NIGHT,LOC_TYPE
27657282,E-Bike,Male,66.0,2025,Hillsborough,Serious Injury,Day,Intersection
27803314,E-Bike,Female,25.0,2026,Pinellas,Injury,Night,Segment
27737469,E-Scooter,Male,33.0,2026,Monroe,Injury,Day,Segment
27418249,E-Bike,Male,23.0,2026,Miami-Dade,Injury,Night,Intersection
27737939,E-Bike,Female,16.0,2026,Miami-Dade,Injury,Day,Segment
27560766,E-Bike,Male,16.0,2025,Pinellas,Injury,Night,Segment
27560766,E-Bike,Male,13.0,2025,Pinellas,Injury,Night,Segment
27530566,E-Scooter,,,2025,Broward,Injury,Night,Intersection
27766046,E-Scooter,,,2026,Pinellas,Injury,Day,Segment
27607764,E-Bike,Male,36.0,2026,Miami-Dade,Injury,Day,Intersection
27615301,E-Scooter,Male,61.0,2026,Miami-Dade,Injury,Night,Segment
27570327,E-Bike,Male,45.0,2026,Lee,Serious Injury,Day,Segment
27889235,E-Scooter,Male,73.0,2026,Orange,Injury,Day,Segment
27723038,Bicycle,Female,69.0,2026,Hillsborough,Injury,Day,Intersection
27754624,E-Scooter,Male,36.0,2026,Miami-Dade,No Injury,Day,Segment
27892173,E-Bike,Male,24.0,2026,Orange,No Injury,Day,Segment
27859073,E-Scooter,Male,46.0,2026,Manatee,Injury,Night,Segment
27759649,E-Bike,Male,27.0,2026,Polk,No Injury,Day,Intersection
27461226,E-Scooter,,,2026,Miami-Dade,Injury,Day,Segment
27583793,E-Bike,Male,38.0,2025,Miami-Dade,Injury,Day,Segment
27871113,E-Bike,Male,81.0,2026,Palm Beach,Injury,Day,Intersection
27874008,E-Bike,,,2026,Palm Beach,No Injury,Day,Intersection
27466101,E-Scooter,Male,36.0,2025,Miami-Dade,Injury,Day,Segment
27470388,E-Bike,Male,21.0,2025,Duval,Injury,Day,Segment
27667457,E-Bike,Male,36.0,2025,Sarasota,Injury,Day,Segment
27742017,E-Bike,Male,17.0,2026,Miami-Dade,Injury,Night,Intersection
27505770,E-Scooter,Male,49.0,2025,Lee,Injury,Day,Segment
27604997,E-Scooter,Female,38.0,2026,Miami-Dade,Injury,Day,Intersection
27529329,E-Bike,,,2025,Broward,Injury,Day,Intersection
27427083,E-Bike,Male,21.0,2025,Miami-Dade,Injury,Day,Intersection
27427094,E-Scooter,Female,28.0,2025,Miami-Dade,Injury,Day,Intersection
27580954,E-Scooter,Male,27.0,2025,Miami-Dade,No Injury,Day,Segment
27797386,E-Bike,Male,16.0,2025,Flagler,Serious Injury,Day,Intersection
27741473,E-Bike,Female,21.0,2026,Marion,Injury,Day,Segment
27751726,E-Bike,Male,31.0,2025,Miami-Dade,No Injury,Night,Segment
27922101,E-Bike,Male,23.0,2026,Hillsborough,No Injury,Day,Intersection
27700163,E-Bike,Male,12.0,2025,Brevard,Injury,Day,Intersection
27845663,E-Scooter,Male,13.0,2026,Miami-Dade,Injury,Day,Segment
27543589,Bicycle,Female,32.0,2025,Marion,Injury,Day,Intersection
27845329,E-Scooter,Male,30.0,2025,Miami-Dade,No Injury,Day,Intersection
27700751,E-Scooter,Male,16.0,2026,Brevard,Serious Injury,Day,Intersection
27767764,E-Scooter,Male,16.0,2025,Sarasota,No Injury,Day,Intersection
27849058,E-Scooter,,,2026,Broward,Injury,Night,Segment
27733879,E-Bike,Male,10.0,2026,St. Johns,Injury,Day,Segment
27749619,E-Scooter,Male,25.0,2025,Miami-Dade,Injury,Night,Intersection
27722997,E-Bike,Male,22.0,2026,Hillsborough,Serious Injury,Night,Segment
27581680,Bicycle,Male,20.0,2025,Miami-Dade,No Injury,Night,Segment
27791274,E-Bike,Male,31.0,2026,Miami-Dade,Injury,Day,Intersection
27800715,E-Bike,Male,16.0,2026,Pinellas,Injury,Day,Intersection
27509896,E-Bike,Male,24.0,2025,Bay,No Injury,Day,Segment
27756777,E-Scooter,Male,31.0,2026,Miami-Dade,Injury,Day,Segment
27507101,E-Bike,Male,70.0,2026,Sarasota,Injury,Day,Segment
27881652,E-Bike,Male,38.0,2026,Pasco,No Injury,Day,Intersection
27652327,E-Bike,Male,27.0,2026,Pinellas,No Injury,Night,Segment
27765650,E-Bike,,,2026,Pinellas,Injury,Day,Segment
27737244,E-Bike,Male,63.0,2026,Monroe,Injury,Night,Segment
27425984,E-Scooter,Male,34.0,2025,Miami-Dade,Injury,Day,Segment
27700849,E-Scooter,Male,11.0,2026,Brevard,Injury,Day,Segment
27603601,E-Scooter,Male,30.0,2026,Miami-Dade,Serious Injury,Night,Segment
27886888,E-Bike,Male,58.0,2026,Brevard,Injury,Day,Intersection
27881566,E-Bike,Male,12.0,2025,Pasco,Injury,Day,Intersection
27703288,E-Bike,Male,17.0,2026,Volusia,Injury,Day,Segment
27670587,E-Bike,Male,20.0,2026,Sarasota,No Injury,Day,Intersection
27742188,E-Bike,Male,66.0,2026,Miami-Dade,Injury,Day,Intersection
27798042,E-Scooter,Male,14.0,2026,Flagler,Injury,Day,Intersection
27872760,E-Bike,Male,25.0,2026,Palm Beach,No Injury,Day,Segment
27802236,Bicycle,Male,45.0,2026,Pinellas,Serious Injury,Day,Intersection
27722393,E-Bike,Male,30.0,2026,Hillsborough,Injury,Day,Segment
27848847,E-Bike,,,2026,Broward,No Injury,Day,Segment
27561061,E-Bike,Male,43.0,2025,Pinellas,Injury,Day,Segment
27569483,E-Bike,Female,55.0,2025,Lee,Injury,Night,Intersection
27840433,E-Scooter,Male,55.0,2026,Broward,Injury,Night,Segment
27667155,E-Bike,Male,31.0,2025,Sarasota,Injury,Night,Intersection
27698776,E-Bike,Male,14.0,2026,Seminole,Injury,Day,Intersection
27702949,E-Bike,Male,57.0,2025,Volusia,Injury,Day,Intersection
27893154,E-Bike,Male,55.0,2026,Orange,Injury,Day,Segment
27888008,E-Bike,Male,14.0,2026,Orange,Injury,Day,Segment
27888008,E-Bike,Male,15.0,2026,Orange,Injury,Day,Segment
27742937,E-Bike,,,2025,Palm Beach,Injury,Day,Intersection
27802804,E-Bike,Male,19.0,2026,Pinellas,Injury,Day,Intersection
27919584,E-Bike,Male,18.0,2025,Hillsborough,Injury,Day,Segment
27684704,E-Bike,Male,14.0,2025,Brevard,Injury,Day,Segment
27750923,E-Scooter,Female,25.0,2025,Miami-Dade,Injury,Day,Intersection
27546468,E-Bike,,,2026,Palm Beach,No Injury,Day,Segment
27759513,E-Bike,Male,62.0,2026,Polk,Serious Injury,Day,Segment
27891610,E-Bike,Male,36.0,2026,Orange,No Injury,Day,Segment
27694767,E-Bike,Male,36.0,2026,Seminole,No Injury,Day,Intersection
27431441,E-Scooter,Male,67.0,2025,Miami-Dade,Injury,Day,Intersection
27719190,E-Bike,Male,33.0,2026,Hillsborough,Injury,Night,Intersection
27579423,E-Scooter,Male,18.0,2025,Miami-Dade,Injury,Day,Segment
27869160,E-Bike,Female,17.0,2026,Palm Beach,Injury,Day,Intersection
27882295,E-Bike,,,2026,Palm Beach,Injury,Day,Segment
27774423,E-Bike,,,2026,Palm Beach,Injury,Day,Intersection
27718904,E-Bike,Female,54.0,2026,Hillsborough,Injury,Day,Intersection
27608226,E-Scooter,Male,17.0,2026,Miami-Dade,No Injury,Day,Segment
27484639,E-Bike,Male,29.0,2026,Duval,Injury,Night,Segment
27848648,E-Bike,,,2026,Broward,Injury,Night,Segment
27460453,E-Bike,,,2025,Miami-Dade,Injury,Night,Segment
27692486,E-Bike,Male,15.0,2025,Lee,Injury,Night,Segment
27869068,E-Bike,Male,32.0,2026,Palm Beach,No Injury,Night,Segment
27923443,E-Bike,Male,48.0,2026,Hillsborough,No Injury,Night,Intersection
27635321,E-Bike,Male,13.0,2026,Collier,Injury,Day,Intersection
27770032,E-Bike,Male,34.0,2025,Broward,Serious Injury,Day,Intersection
27833546,E-Scooter,,,2026,St. Lucie,Injury,Day,Intersection
27921631,E-Bike,Male,36.0,2026,Hillsborough,Serious Injury,Night,Intersection
27424915,E-Scooter,Male,37.0,2025,Miami-Dade,Injury,Day,Segment
27736677,E-Bike,Male,63.0,2025,Monroe,No Injury,Day,Segment
27441574,E-Scooter,Female,72.0,2026,Volusia,Injury,Day,Segment
27756062,E-Scooter,Female,46.0,2026,Miami-Dade,No Injury,Day,Segment
27867768,E-Scooter,Female,35.0,2026,Palm Beach,Injury,Night,Intersection
27774365,E-Scooter,,,2026,Palm Beach,Serious Injury,Day,Segment
27911836,E-Bike,Male,45.0,2026,Lee,Injury,Day,Segment
27542430,E-Bike,Male,14.0,2026,Seminole,Injury,Day,Segment
27436810,E-Bike,Male,22.0,2025,Orange,Injury,Day,Segment
27698569,E-Bike,Female,18.0,2025,Seminole,Injury,Night,Intersection
27666020,Bicycle,,,2026,Palm Beach,Injury,Day,Segment
27550745,E-Bike,Female,20.0,2025,Palm Beach,Injury,Night,Intersection
27719520,E-Bike,Male,29.0,2026,Hillsborough,Injury,Night,Intersection
27785965,E-Bike,Female,37.0,2025,Brevard,Injury,Day,Intersection
27757155,E-Bike,Female,67.0,2026,Miami-Dade,Injury,Day,Segment
27669850,E-Scooter,Male,42.0,2025,Sarasota,Injury,Day,Segment
27430315,E-Bike,Male,,2025,Miami-Dade,No Injury,Day,Intersection
27573033,E-Bike,Male,27.0,2025,Indian River,Injury,Night,Intersection
27700095,E-Bike,Female,42.0,2025,Brevard,Injury,Day,Intersection
27551766,E-Bike,Male,21.0,2025,Palm Beach,Injury,Day,Segment
27507542,E-Scooter,Male,22.0,2025,Duval,Injury,Day,Intersection
27759424,E-Bike,Male,64.0,2026,Polk,No Injury,Day,Segment
27605990,E-Bike,Male,13.0,2026,Miami-Dade,Injury,Day,Segment
27490472,E-Bike,Male,39.0,2026,Duval,Injury,Night,Intersection
27760132,E-Scooter,Male,36.0,2026,Polk,Injury,Day,Segment
27833030,E-Scooter,,,2026,St. Lucie,Injury,Day,Segment
27426855,E-Scooter,Male,27.0,2025,Miami-Dade,No Injury,Night,Segment
27598031,E-Scooter,Female,28.0,2025,Miami-Dade,No Injury,Day,Segment
27560392,E-Bike,Male,43.0,2025,Pinellas,Serious Injury,Day,Intersection
27932664,E-Bike,Male,12.0,2026,Orange,No Injury,Day,Segment
27503809,E-Bike,Male,15.0,2025,Lee,Serious Injury,Day,Segment
27882445,E-Bike,,,2026,Palm Beach,Injury,Day,Intersection
27657757,E-Bike,Male,25.0,2025,Hillsborough,Injury,Day,Segment
27720803,E-Bike,Male,43.0,2026,Hillsborough,Injury,Day,Segment
27748223,E-Bike,Male,79.0,2025,Miami-Dade,Injury,Day,Intersection
27436359,E-Bike,Male,14.0,2025,Orange,Injury,Day,Segment
27525045,E-Scooter,,,2025,Broward,Injury,Day,Segment
27677749,E-Bike,Male,,2025,Polk,Injury,Day,Intersection
27884820,E-Scooter,Male,12.0,2026,Polk,No Injury,Day,Segment
27876687,E-Bike,Female,50.0,2026,Hernando,Injury,Day,Intersection
27462701,E-Scooter,Female,14.0,2025,Lake,Injury,Night,Segment
27553967,E-Bike,Male,,2025,Palm Beach,Injury,Day,Intersection
27839820,E-Scooter,,,2026,Broward,Injury,Day,Segment
27611080,E-Bike,Male,19.0,2026,Miami-Dade,Injury,Day,Segment
27423949,E-Scooter,Male,15.0,2025,Miami-Dade,No Injury,Day,Intersection
27504510,E-Bike,Male,23.0,2024,Lee,Serious Injury,Night,Segment
27927806,E-Bike,Male,56.0,2026,Indian River,Injury,Day,Intersection
27488938,E-Bike,Male,42.0,2025,Duval,Injury,Day,Segment
27769268,E-Bike,Male,19.0,2026,Pinellas,Injury,Night,Segment
27801802,E-Scooter,Female,13.0,2026,Pinellas,Injury,Day,Segment
27488524,E-Bike,Female,45.0,2025,Duval,Injury,Day,Intersection
27548670,E-Scooter,Male,21.0,2025,Palm Beach,Serious Injury,Day,Segment
27442153,E-Bike,Male,43.0,2026,Volusia,Injury,Day,Segment
27755755,E-Scooter,Male,4.0,2026,Miami-Dade,Injury,Night,Segment
27755755,E-Scooter,Female,27.0,2026,Miami-Dade,Injury,Night,Segment
27718383,Bicycle,Male,25.0,2026,Hillsborough,Injury,Night,Intersection
27690109,E-Scooter,Female,19.0,2025,Lake,Injury,Day,Segment
27832605,E-Scooter,,,2026,St. Lucie,No Injury,Day,Segment
27899604,E-Bike,,,2026,Broward,Injury,Night,Segment
27755018,E-Scooter,Male,15.0,2026,Miami-Dade,Injury,Day,Segment
27655921,E-Bike,Male,16.0,2025,Hillsborough,No Injury,Day,Intersection
27504298,E-Bike,Male,12.0,2025,Lee,Injury,Day,Intersection
27888861,E-Bike,Male,37.0,2026,Orange,Injury,Day,Intersection
27428554,E-Scooter,Male,28.0,2025,Miami-Dade,Injury,Night,Intersection
27500423,E-Scooter,Male,16.0,2026,Palm Beach,Injury,Day,Intersection
27791765,E-Bike,Female,14.0,2025,Charlotte,Injury,Night,Intersection
27480912,E-Bike,Male,60.0,2025,Duval,Injury,Day,Intersection
27546726,E-Bike,,,2026,Palm Beach,Injury,Day,Intersection
27921908,E-Scooter,Male,52.0,2026,Hillsborough,No Injury,Day,Segment
27436516,E-Bike,Male,18.0,2025,Orange,Injury,Day,Intersection
27645428,E-Bike,Male,17.0,2026,Broward,Injury,Night,Segment
27922432,E-Scooter,Male,68.0,2026,Hillsborough,Injury,Day,Segment
27687288,E-Bike,,,2025,Palm Beach,Injury,Night,Intersection
27876726,E-Scooter,Male,16.0,2026,Hernando,No Injury,Day,Intersection
27419554,E-Bike,Female,47.0,2026,Volusia,Injury,Day,Intersection
27437969,E-Bike,Male,31.0,2025,Brevard,Serious Injury,Day,Intersection
27437562,E-Scooter,Female,52.0,2025,Brevard,Injury,Day,Segment
27815608,E-Scooter,Male,14.0,2026,Miami-Dade,Injury,Night,Segment
27890615,E-Bike,Male,65.0,2026,Orange,Injury,Day,Segment
27467689,E-Bike,Male,17.0,2026,Miami-Dade,Injury,Night,Intersection
27787095,E-Scooter,Female,30.0,2026,Broward,Injury,Night,Segment
27746981,E-Bike,Female,35.0,2026,Seminole,Serious Injury,Day,Intersection
27687388,E-Scooter,,,2025,Palm Beach,Injury,Day,Intersection
27596528,E-Scooter,Female,20.0,2025,Miami-Dade,Injury,Night,Segment
27664338,E-Scooter,,,2025,Palm Beach,Injury,Day,Segment
27652101,E-Bike,Female,45.0,2026,Pinellas,Injury,Day,Segment
27883808,E-Scooter,,,2026,Palm Beach,Injury,Day,Segment
27832700,E-Scooter,,,2026,St. Lucie,Injury,Day,Segment
27476045,E-Bike,Male,19.0,2025,Duval,Injury,Day,Intersection
27584126,E-Bike,Female,19.0,2025,Miami-Dade,Injury,Day,Segment
27865102,E-Bike,Male,27.0,2026,Palm Beach,No Injury,Day,Intersection
27605800,E-Scooter,Male,55.0,2026,Miami-Dade,Injury,Night,Intersection
27544453,E-Bike,Female,24.0,2025,Marion,Injury,Day,Segment
27751695,E-Bike,Male,36.0,2025,Miami-Dade,Injury,Day,Segment
27571219,E-Bike,Male,66.0,2026,Lee,No Injury,Day,Segment
27633877,E-Scooter,Female,29.0,2026,Collier,Injury,Day,Intersection
27542666,E-Bike,Male,57.0,2026,Seminole,Serious Injury,Day,Segment
27853222,E-Scooter,Male,23.0,2026,Miami-Dade,Serious Injury,Day,Intersection
27700850,E-Bike,Female,12.0,2026,Brevard,Serious Injury,Day,Intersection
27665332,E-Bike,,,2026,Palm Beach,No Injury,Day,Intersection
27481505,Bicycle,Female,65.0,2025,Duval,Injury,Day,Intersection
27552104,E-Bike,Female,15.0,2025,Palm Beach,Injury,Day,Segment
27773235,E-Bike,,,2025,Palm Beach,Injury,Day,Segment
27681417,E-Scooter,Male,52.0,2025,Orange,Injury,Day,Segment
27891150,E-Scooter,Male,33.0,2026,Orange,Injury,Day,Intersection
27467231,E-Bike,Male,61.0,2026,Miami-Dade,Injury,Night,Intersection
27844837,E-Scooter,Male,12.0,2026,Broward,Injury,Day,Segment
27920129,E-Bike,Male,22.0,2026,Hillsborough,Injury,Day,Segment
27883592,E-Bike,,,2026,Palm Beach,No Injury,Night,Segment
27550745,E-Bike,Female,24.0,2025,Palm Beach,Injury,Night,Intersection
27743554,E-Bike,,,2026,Palm Beach,No Injury,Day,Segment
27656530,E-Bike,Male,33.0,2025,Hillsborough,Injury,Night,Intersection
27531385,E-Scooter,,,2025,Broward,No Injury,Day,Segment
27582865,E-Scooter,Male,34.0,2025,Miami-Dade,No Injury,Day,Intersection
27918080,E-Bike,Male,42.0,2026,Brevard,Injury,Day,Segment
27886726,E-Scooter,Male,58.0,2026,Brevard,Serious Injury,Day,Segment
27466656,E-Scooter,Male,14.0,2026,Miami-Dade,Injury,Night,Intersection
27531797,E-Bike,,,2025,Broward,Injury,Day,Segment
27644848,E-Scooter,Male,,2026,Broward,Injury,Day,Segment
27538071,E-Bike,,,2025,St. Lucie,Injury,Day,Intersection
27562007,E-Bike,Male,17.0,2026,Pinellas,No Injury,Day,Segment
27644718,E-Bike,Male,31.0,2026,Broward,Injury,Day,Intersection
27686456,E-Bike,,,2025,Palm Beach,Injury,Day,Segment
27530045,E-Scooter,,,2025,Broward,Injury,Day,Intersection
27659494,E-Scooter,Male,16.0,2025,Hillsborough,No Injury,Day,Segment
27528567,E-Scooter,,,2025,Broward,Injury,Night,Segment
27561089,E-Scooter,Male,16.0,2025,Pinellas,No Injury,Day,Segment
27578769,E-Scooter,Male,19.0,2025,Miami-Dade,Injury,Day,Segment
27599691,E-Scooter,Male,19.0,2025,Miami-Dade,Injury,Day,Segment
27917955,E-Bike,Male,14.0,2026,Brevard,No Injury,Night,Intersection
27572260,E-Bike,Female,62.0,2026,Lee,Serious Injury,Day,Intersection
27723462,E-Bike,Male,14.0,2026,Hillsborough,Injury,Day,Segment
27520709,Bicycle,Female,46.0,2025,Escambia,Serious Injury,Day,Intersection
27561787,E-Scooter,Male,19.0,2026,Pinellas,Injury,Night,Segment
27714849,E-Bike,Female,19.0,2025,Hillsborough,Injury,Day,Intersection
27499882,E-Bike,Female,35.0,2026,Palm Beach,Injury,Day,Intersection
27765033,E-Bike,,,2025,Pinellas,Injury,Day,Segment
27656494,E-Bike,Male,17.0,2025,Hillsborough,Injury,Day,Intersection
27661926,E-Scooter,,,2026,Miami-Dade,Injury,Day,Intersection
27552182,E-Bike,Male,19.0,2025,Palm Beach,Injury,Day,Segment
27467544,E-Scooter,Male,41.0,2026,Miami-Dade,Injury,Night,Segment
27721515,E-Scooter,Male,11.0,2026,Hillsborough,Injury,Day,Segment
27721515,E-Scooter,Male,12.0,2026,Hillsborough,Injury,Day,Segment
27846032,E-Bike,Male,16.0,2026,Miami-Dade,Injury,Day,Segment
27720771,E-Bike,Male,20.0,2026,Hillsborough,Injury,Day,Segment
27706448,E-Bike,Male,28.0,2026,Volusia,Injury,Day,Segment
27680279,E-Scooter,Female,35.0,2025,Orange,Injury,Day,Segment
27503062,E-Scooter,,,2025,Miami-Dade,Injury,Day,Segment
27651995,E-Scooter,Male,10.0,2025,Pinellas,Injury,Day,Intersection
27720317,E-Bike,Male,14.0,2026,Hillsborough,Injury,Day,Segment
27793415,E-Bike,Male,23.0,2026,Charlotte,Serious Injury,Day,Intersection
27499677,E-Bike,Male,35.0,2026,Palm Beach,No Injury,Day,Intersection
27760156,E-Scooter,Male,20.0,2026,Polk,Injury,Day,Segment
27427019,E-Scooter,Male,17.0,2025,Miami-Dade,Injury,Day,Intersection
27556988,E-Scooter,Male,55.0,2025,Palm Beach,Serious Injury,Day,Segment
27561629,E-Bike,Male,15.0,2026,Pinellas,No Injury,Day,Intersection
27561629,E-Bike,Male,15.0,2026,Pinellas,No Injury,Day,Intersection
27703303,E-Bike,Male,37.0,2026,Volusia,Injury,Night,Segment
27658769,E-Scooter,Male,28.0,2025,Hillsborough,Injury,Night,Intersection
27659029,E-Bike,Female,50.0,2025,Hillsborough,Injury,Day,Intersection
27842910,E-Bike,Male,,2026,Broward,Injury,Night,Segment
27874013,E-Bike,Male,64.0,2026,Palm Beach,Injury,Day,Segment
27491250,E-Bike,Male,12.0,2026,Duval,Injury,Day,Segment
27604537,E-Bike,Female,21.0,2026,Miami-Dade,No Injury,Day,Segment
27832654,E-Scooter,,,2026,St. Lucie,Injury,Day,Segment
27832654,E-Scooter,,,2026,St. Lucie,Injury,Day,Segment
27663948,E-Bike,,,2025,Palm Beach,No Injury,Day,Intersection
27561376,E-Bike,Male,61.0,2026,Pinellas,Injury,Day,Intersection
27514193,E-Bike,Male,42.0,2025,Clay,No Injury,Day,Segment
27634924,E-Bike,Male,40.0,2026,Collier,Injury,Day,Segment
27800167,E-Scooter,Male,15.0,2026,Pinellas,Injury,Day,Segment
27609226,E-Scooter,Male,14.0,2026,Miami-Dade,Injury,Night,Segment
27605870,Bicycle,Male,19.0,2026,Miami-Dade,Injury,Day,Segment
27692241,E-Bike,Male,13.0,2025,Lee,Injury,Day,Intersection
27467073,E-Bike,Male,35.0,2026,Miami-Dade,Injury,Day,Intersection
27419503,E-Scooter,Female,21.0,2025,Volusia,No Injury,Day,Segment
27755755,E-Scooter,Male,27.0,2026,Miami-Dade,Injury,Night,Segment
27848954,E-Bike,,,2026,Broward,No Injury,Day,Segment
27651259,E-Bike,Male,63.0,2025,Pinellas,Injury,Day,Segment
27923629,E-Bike,Male,23.0,2026,Hillsborough,Injury,Day,Segment
27892779,E-Bike,Male,14.0,2026,Orange,Injury,Day,Intersection
27532572,E-Bike,,,2025,Broward,Injury,Day,Segment
27532572,E-Bike,,,2025,Broward,Injury,Day,Segment
27565836,E-Bike,Male,46.0,2025,Lee,Injury,Night,Intersection
27748128,E-Bike,Male,40.0,2025,Miami-Dade,Serious Injury,Night,Segment
27714522,E-Scooter,Male,15.0,2025,Hillsborough,No Injury,Day,Segment
27702546,E-Bike,Male,52.0,2025,Volusia,Injury,Day,Intersection
27717156,E-Scooter,Male,14.0,2025,Hillsborough,Injury,Day,Segment
27529842,E-Bike,,,2025,Broward,Injury,Night,Segment
27751547,E-Scooter,Female,33.0,2025,Miami-Dade,Injury,Day,Segment
27668671,E-Scooter,Female,13.0,2025,Sarasota,Injury,Day,Intersection
27668671,E-Scooter,Female,13.0,2025,Sarasota,Injury,Day,Intersection
27696284,E-Bike,Male,12.0,2026,Okaloosa,Injury,Night,Segment
27477743,E-Bike,Female,55.0,2025,Duval,Injury,Day,Intersection
27661362,E-Bike,,,2025,Miami-Dade,Injury,Day,Segment
27516445,E-Scooter,Male,14.0,2026,Seminole,Injury,Day,Intersection
27572691,E-Bike,Female,48.0,2025,Indian River,No Injury,Day,Intersection
27743087,E-Bike,,,2025,Palm Beach,No Injury,Day,Intersection
27750791,E-Bike,Male,62.0,2025,Miami-Dade,Injury,Day,Intersection
27764496,E-Bike,,,2025,Pinellas,Injury,Day,Segment
27429393,E-Scooter,Female,29.0,2025,Miami-Dade,Injury,Day,Segment
27427866,E-Bike,Male,27.0,2025,Miami-Dade,No Injury,Day,Intersection
27921498,E-Bike,Male,,2026,Hillsborough,Serious Injury,Night,Intersection
27669018,E-Scooter,Male,12.0,2025,Sarasota,Injury,Day,Intersection
27890887,E-Scooter,Female,22.0,2026,Orange,Injury,Day,Intersection
27664018,E-Bike,,,2025,Palm Beach,Injury,Day,Segment
27720928,E-Bike,Male,14.0,2026,Hillsborough,Injury,Day,Segment
27887653,E-Scooter,Male,13.0,2025,Orange,Injury,Day,Intersection
27643774,E-Bike,Male,81.0,2026,Broward,Injury,Day,Intersection
27608013,E-Bike,Male,49.0,2026,Miami-Dade,Injury,Day,Segment
27551763,E-Scooter,Male,19.0,2025,Palm Beach,Injury,Day,Intersection
27531961,Bicycle,,,2025,Broward,Injury,Day,Segment
27546102,E-Scooter,,,2025,Palm Beach,Injury,Day,Segment
27432969,E-Scooter,Female,23.0,2025,Miami-Dade,Injury,Day,Segment
27764606,E-Bike,,,2025,Pinellas,No Injury,Night,Segment
27663959,E-Bike,,,2025,Palm Beach,Injury,Day,Intersection
27887240,E-Bike,Female,12.0,2026,Brevard,No Injury,Day,Intersection
27493081,E-Bike,Male,79.0,2026,Duval,Serious Injury,Day,Segment
27554258,E-Scooter,Male,18.0,2025,Palm Beach,Injury,Day,Segment
27554258,E-Scooter,Female,10.0,2025,Palm Beach,Injury,Day,Segment
27467173,E-Bike,Male,40.0,2026,Miami-Dade,Injury,Night,Segment
27602648,E-Scooter,Male,45.0,2026,Miami-Dade,Injury,Night,Segment
27602946,E-Bike,Female,70.0,2026,Miami-Dade,Injury,Day,Intersection
27497142,E-Bike,Male,38.0,2025,Brevard,Serious Injury,Day,Segment
27738086,E-Scooter,Female,39.0,2026,Miami-Dade,Injury,Day,Intersection
27867204,E-Scooter,Male,17.0,2026,Palm Beach,No Injury,Day,Intersection
27424815,E-Scooter,Male,34.0,2025,Miami-Dade,Injury,Day,Intersection
27769032,E-Bike,Female,16.0,2025,Pinellas,Injury,Day,Segment
27913455,E-Bike,Male,24.0,2026,Lee,No Injury,Day,Segment
27839112,E-Bike,Male,9.0,2026,Leon,No Injury,Day,Segment
27839112,E-Bike,Male,12.0,2026,Leon,No Injury,Day,Segment
27839112,E-Bike,Female,4.0,2026,Leon,No Injury,Day,Segment
27651239,E-Bike,Male,16.0,2025,Pinellas,Serious Injury,Day,Intersection
27532653,E-Scooter,,,2025,Broward,Injury,Day,Segment
